Date, Interval, Layer, Sv_mean, ABC,Sigma,Density,wt/fish,Biomass, Height_mean, Depth_mean, Good_samples, Layer_depth_min, Layer_depth_max, Ping_S, Ping_E, Dist_M,Time,Northing,Easting
8/15/2016,5,5,-48.615128,1.33E-05,7.57E-06,17616,1.3111,23.1,0.969012,4.490785,55838,4,5,3716,4753,1131.417178,21:39:11,4381190.113,694252.8897
8/15/2016,5,6,-52.679692,3.86E-06,7.57E-06,5098,1.3111,6.68,0.714915,5.457731,41196,5,6,3716,4753,1131.417178,21:39:11,4381190.113,694252.8897
8/15/2016,5,7,-53.227072,2.39E-06,7.57E-06,3161,1.3111,4.14,0.502832,6.484357,28975,6,7,3716,4753,1131.417178,21:39:11,4381190.113,694252.8897
8/15/2016,5,8,-52.230978,1.59E-06,7.57E-06,2099,1.3111,2.75,0.265516,7.287892,15300,7,8,3716,4753,1131.417178,21:39:11,4381190.113,694252.8897
8/15/2016,6,3,-42.460843,5.62E-05,7.57E-06,74295,1.3111,97.41,0.990739,2.499492,57310,2,3,4754,5795,1367.094385,21:41:19,4381417.673,694309.8206
8/15/2016,6,4,-42.302319,5.94E-05,7.57E-06,78458,1.3111,102.87,1.008753,3.499238,58352,3,4,4754,5795,1367.094385,21:41:19,4381417.673,694309.8206
8/15/2016,6,5,-43.936398,4.00E-05,7.57E-06,52894,1.3111,69.35,0.990739,4.498984,57310,4,5,4754,5795,1367.094385,21:41:19,4381417.673,694309.8206
8/15/2016,6,6,-52.140216,6.16E-06,7.57E-06,8144,1.3111,10.68,1.008753,5.49873,58352,5,6,4754,5795,1367.094385,21:41:19,4381417.673,694309.8206
8/15/2016,6,7,-53.677552,4.25E-06,7.57E-06,5614,1.3111,7.36,0.990739,6.498476,57310,6,7,4754,5795,1367.094385,21:41:19,4381417.673,694309.8206
8/15/2016,6,8,-53.359428,2.19E-06,7.57E-06,2889,1.3111,3.79,0.473864,7.273809,27411,7,8,4754,5795,1367.094385,21:41:19,4381417.673,694309.8206
8/15/2016,6,9,-53.791333,1.44E-08,7.57E-06,19,1.3111,0.02,0.00344,8.036045,199,8,9,4754,5795,1367.094385,21:41:19,4381417.673,694309.8206
8/15/2016,7,3,-42.48908,5.59E-05,7.57E-06,73814,1.3111,96.78,0.990739,2.499492,61875,2,3,5796,6920,1622.766172,21:43:46,4381543.654,694218.8698
8/15/2016,7,4,-42.866491,5.21E-05,7.57E-06,68900,1.3111,90.33,1.008753,3.499238,63000,3,4,5796,6920,1622.766172,21:43:46,4381543.654,694218.8698
8/15/2016,7,5,-43.859143,4.07E-05,7.57E-06,53843,1.3111,70.59,0.990739,4.498984,61875,4,5,5796,6920,1622.766172,21:43:46,4381543.654,694218.8698
8/15/2016,7,6,-51.899072,6.51E-06,7.57E-06,8609,1.3111,11.29,1.008753,5.49873,63000,5,6,5796,6920,1622.766172,21:43:46,4381543.654,694218.8698
8/15/2016,7,7,-53.080105,4.69E-06,7.57E-06,6197,1.3111,8.12,0.953015,6.482381,59519,6,7,5796,6920,1622.766172,21:43:46,4381543.654,694218.8698
8/15/2016,7,8,-53.345064,1.50E-06,7.57E-06,1984,1.3111,2.6,0.324386,7.279334,20259,7,8,5796,6920,1622.766172,21:43:46,4381543.654,694218.8698
8/15/2016,8,3,-43.161256,4.78E-05,7.57E-06,63229,1.3111,82.9,0.990739,2.499492,61930,2,3,6921,8046,1875.353465,21:46:04,4381567.178,693967.8916
8/15/2016,8,4,-43.466615,4.54E-05,7.57E-06,60008,1.3111,78.68,1.008753,3.499238,63056,3,4,6921,8046,1875.353465,21:46:04,4381567.178,693967.8916
8/15/2016,8,5,-43.089029,4.86E-05,7.57E-06,64290,1.3111,84.29,0.990739,4.498984,61930,4,5,6921,8046,1875.353465,21:46:04,4381567.178,693967.8916
8/15/2016,8,6,-50.444557,9.10E-06,7.57E-06,12031,1.3111,15.77,1.008529,5.49862,63042,5,6,6921,8046,1875.353465,21:46:04,4381567.178,693967.8916
8/15/2016,8,7,-52.189885,2.18E-06,7.57E-06,2880,1.3111,3.78,0.360861,6.231307,22557,6,7,6921,8046,1875.353465,21:46:04,4381567.178,693967.8916
8/15/2016,9,3,-42.578932,5.47E-05,7.57E-06,72302,1.3111,94.8,0.990739,2.499492,61820,2,3,8047,9170,2125.404011,21:48:23,4381585.933,693719.328
8/15/2016,9,4,-43.41984,4.59E-05,7.57E-06,60658,1.3111,79.53,1.008753,3.499238,62944,3,4,8047,9170,2125.404011,21:48:23,4381585.933,693719.328
8/15/2016,9,5,-43.120232,4.83E-05,7.57E-06,63829,1.3111,83.69,0.990739,4.498984,61820,4,5,8047,9170,2125.404011,21:48:23,4381585.933,693719.328
8/15/2016,9,6,-50.285603,5.68E-06,7.57E-06,7511,1.3111,9.85,0.606976,5.349735,37874,5,6,8047,9170,2125.404011,21:48:23,4381585.933,693719.328
8/15/2016,10,3,-42.492187,5.58E-05,7.57E-06,73761,1.3111,96.71,0.990739,2.499492,57310,2,3,9171,10212,2382.603236,21:50:52,4381653.41,693631.289
8/15/2016,10,4,-43.086228,4.96E-05,7.57E-06,65501,1.3111,85.88,1.008753,3.499238,58352,3,4,9171,10212,2382.603236,21:50:52,4381653.41,693631.289
8/15/2016,10,5,-43.516649,4.39E-05,7.57E-06,58003,1.3111,76.05,0.986348,4.497068,57056,4,5,9171,10212,2382.603236,21:50:52,4381653.41,693631.289
8/15/2016,10,6,-49.731817,2.83E-06,7.57E-06,3746,1.3111,4.91,0.26645,5.160789,15413,5,6,9171,10212,2382.603236,21:50:52,4381653.41,693631.289
8/15/2016,11,3,-44.082345,3.87E-05,7.57E-06,51146,1.3111,67.06,0.990739,2.499492,61160,2,3,10213,11324,2623.839011,21:53:05,4381817.5,693806.6957
8/15/2016,11,4,-44.675694,3.44E-05,7.57E-06,45426,1.3111,59.56,1.008753,3.499238,62272,3,4,10213,11324,2623.839011,21:53:05,4381817.5,693806.6957
8/15/2016,11,5,-42.763753,5.24E-05,7.57E-06,69290,1.3111,90.85,0.990739,4.498984,61160,4,5,10213,11324,2623.839011,21:53:05,4381817.5,693806.6957
8/15/2016,11,6,-49.556549,8.84E-06,7.57E-06,11686,1.3111,15.32,0.798423,5.425665,49288,5,6,10213,11324,2623.839011,21:53:05,4381817.5,693806.6957
8/15/2016,11,7,-53.496117,4.51E-07,7.57E-06,596,1.3111,0.78,0.100888,6.169253,6228,6,7,10213,11324,2623.839011,21:53:05,4381817.5,693806.6957
8/15/2016,12,3,-43.332,4.60E-05,7.57E-06,60792,1.3111,79.7,0.990739,2.499492,61050,2,3,11325,12434,2869.361684,21:55:22,4381970.222,693998.2135
8/15/2016,12,4,-43.607751,4.40E-05,7.57E-06,58089,1.3111,76.16,1.008753,3.499238,62160,3,4,11325,12434,2869.361684,21:55:22,4381970.222,693998.2135
8/15/2016,12,5,-42.711477,5.31E-05,7.57E-06,70129,1.3111,91.95,0.990739,4.498984,61050,4,5,11325,12434,2869.361684,21:55:22,4381970.222,693998.2135
8/15/2016,12,6,-50.448175,7.04E-06,7.57E-06,9298,1.3111,12.19,0.780031,5.423944,48066,5,6,11325,12434,2869.361684,21:55:22,4381970.222,693998.2135
8/15/2016,12,7,-51.492007,1.60E-07,7.57E-06,212,1.3111,0.28,0.022574,6.070893,1391,6,7,11325,12434,2869.361684,21:55:22,4381970.222,693998.2135
8/15/2016,13,3,-42.337069,5.78E-05,7.57E-06,76443,1.3111,100.22,0.990739,2.499492,61380,2,3,12435,13550,3126.243054,22:11:53,4382051.007,693992.4335
8/15/2016,13,4,-42.232769,6.03E-05,7.57E-06,79725,1.3111,104.53,1.008753,3.499238,62496,3,4,12435,13550,3126.243054,22:11:53,4382051.007,693992.4335
8/15/2016,13,5,-43.856448,4.05E-05,7.57E-06,53517,1.3111,70.17,0.984138,4.496299,60971,4,5,12435,13550,3126.243054,22:11:53,4382051.007,693992.4335
8/15/2016,13,6,-48.666085,6.29E-06,7.57E-06,8308,1.3111,10.89,0.462377,5.258392,28646,5,6,12435,13550,3126.243054,22:11:53,4382051.007,693992.4335
8/15/2016,14,3,-42.482343,5.59E-05,7.57E-06,73928,1.3111,96.93,0.990739,2.499492,62425,2,3,13551,14685,3375.516813,22:14:12,4382064,693743.9558
8/15/2016,14,4,-44.386637,3.67E-05,7.57E-06,48552,1.3111,63.66,1.008753,3.499238,63560,3,4,13551,14685,3375.516813,22:14:12,4382064,693743.9558
8/15/2016,14,5,-44.628716,3.41E-05,7.57E-06,45100,1.3111,59.13,0.990739,4.498984,62425,4,5,13551,14685,3375.516813,22:14:12,4382064,693743.9558
8/15/2016,14,6,-49.35303,6.27E-06,7.57E-06,8283,1.3111,10.86,0.540022,5.271008,34026,5,6,13551,14685,3375.516813,22:14:12,4382064,693743.9558
8/15/2016,15,3,-42.737869,5.27E-05,7.57E-06,69704,1.3111,91.39,0.990739,2.499492,61600,2,3,14686,15805,3622.703672,22:16:31,4382075.711,693498.1638
8/15/2016,15,4,-42.237342,5.96E-05,7.57E-06,78733,1.3111,103.23,0.997253,3.494235,62005,3,4,14686,15805,3622.703672,22:16:31,4382075.711,693498.1638
8/15/2016,15,5,-41.877788,3.67E-05,7.57E-06,48505,1.3111,63.59,0.565558,4.393785,35164,4,5,14686,15805,3622.703672,22:16:31,4382075.711,693498.1638
8/15/2016,15,6,-47.402778,1.23E-06,7.57E-06,1627,1.3111,2.13,0.067695,5.200224,4209,5,6,14686,15805,3622.703672,22:16:31,4382075.711,693498.1638
8/15/2016,16,3,-43.166275,4.78E-05,7.57E-06,63156,1.3111,82.8,0.990739,2.499492,58850,2,3,15806,16875,3881.434782,22:19:01,4382185.189,693439.1859
8/15/2016,16,4,-42.91221,4.97E-05,7.57E-06,65698,1.3111,86.14,0.972052,3.484377,57740,3,4,15806,16875,3881.434782,22:19:01,4382185.189,693439.1859
8/15/2016,16,5,-42.645641,1.89E-05,7.57E-06,24953,1.3111,32.72,0.347222,4.264467,20625,4,5,15806,16875,3881.434782,22:19:01,4382185.189,693439.1859
8/15/2016,17,3,-43.513519,4.41E-05,7.57E-06,58303,1.3111,76.44,0.990739,2.499492,60390,2,3,16876,17973,4124.217217,22:21:14,4382378.811,693584.1074
8/15/2016,17,4,-45.32411,2.96E-05,7.57E-06,39125,1.3111,51.3,1.008753,3.499238,61488,3,4,16876,17973,4124.217217,22:21:14,4382378.811,693584.1074
8/15/2016,17,5,-44.332988,2.86E-05,7.57E-06,37824,1.3111,49.59,0.776218,4.393124,47314,4,5,16876,17973,4124.217217,22:21:14,4382378.811,693584.1074
8/15/2016,18,3,-43.109074,4.84E-05,7.57E-06,63994,1.3111,83.9,0.990739,2.499492,59345,2,3,17974,19052,4380.71227,22:23:45,4382548.636,693651.6714
8/15/2016,18,4,-44.73789,3.39E-05,7.57E-06,44780,1.3111,58.71,1.008753,3.499238,60424,3,4,17974,19052,4380.71227,22:23:45,4382548.636,693651.6714
8/15/2016,18,5,-44.481082,2.32E-05,7.57E-06,30657,1.3111,40.19,0.650955,4.33877,38992,4,5,17974,19052,4380.71227,22:23:45,4382548.636,693651.6714
8/15/2016,19,3,-43.038784,4.92E-05,7.57E-06,65038,1.3111,85.27,0.990739,2.499492,62535,2,3,19053,20189,4624.073065,22:26:02,4382576.11,693409.8299
8/15/2016,19,4,-44.789969,2.95E-05,7.57E-06,39009,1.3111,51.14,0.88936,3.448933,56136,3,4,19053,20189,4624.073065,22:26:02,4382576.11,693409.8299
8/15/2016,19,5,-43.449198,4.46E-06,7.57E-06,5890,1.3111,7.72,0.098622,4.145723,6225,4,5,19053,20189,4624.073065,22:26:02,4382576.11,693409.8299
8/15/2016,20,3,-40.972554,7.23E-05,7.57E-06,95491,1.3111,125.2,0.903922,2.464573,52840,2,3,20190,21242,4868.092602,22:28:17,4382586.154,693166.2384
8/15/2016,20,4,-43.577048,8.03E-06,7.57E-06,10615,1.3111,13.92,0.183043,3.199474,10700,3,4,20190,21242,4868.092602,22:28:17,4382586.154,693166.2384
8/15/2016,21,3,-40.636393,8.13E-05,7.57E-06,107437,1.3111,140.86,0.941259,2.477621,58419,2,3,21243,22360,5124.868424,22:30:46,4382743.743,693154.0665
8/15/2016,21,4,-39.961846,1.10E-05,7.57E-06,14560,1.3111,19.09,0.109208,3.121274,6778,3,4,21243,22360,5124.868424,22:30:46,4382743.743,693154.0665
8/15/2016,22,3,-41.363001,7.24E-05,7.57E-06,95663,1.3111,125.42,0.990739,2.499492,59180,2,3,22361,23436,5369.005435,22:33:01,4382947.247,693286.2439
8/15/2016,22,4,-41.807642,3.36E-05,7.57E-06,44357,1.3111,58.16,0.508913,3.256681,30399,3,4,22361,23436,5369.005435,22:33:01,4382947.247,693286.2439
8/15/2016,23,3,-42.658599,5.30E-05,7.57E-06,70070,1.3111,91.87,0.977928,2.493793,62975,2,3,23437,24596,5624.468361,22:35:31,4383075.529,693197.7496
8/15/2016,23,4,-45.032882,7.73E-06,7.57E-06,10209,1.3111,13.39,0.246147,3.189702,15851,3,4,23437,24596,5624.468361,22:35:31,4383075.529,693197.7496
8/15/2016,24,3,-40.241286,6.33E-05,7.57E-06,83604,1.3111,109.61,0.668763,2.349969,17709,2,3,24597,25073,5802.11983,22:37:12,4383079.812,693020.1328
8/15/2016,1,1,-42.253623,0.001128919,2.67E-05,44606,1.3111,58.48,18.968152,10.465809,439101,0,20,11,427,203.772399,21:30:22,4380956.963,694501.3024
8/15/2016,2,1,-42.896043,0.00097369,2.67E-05,38473,1.3111,50.44,18.968152,10.465809,1103544,0,20,428,1475,382.994646,21:32:08,4380915.98,694347.8864
8/15/2016,3,1,-41.957437,0.001206587,2.67E-05,47755,1.3111,62.61,18.936608,10.464756,1165835,0,20,1476,2584,624.253339,21:34:21,4381056.015,694535.2141
8/15/2016,4,1,-43.935846,0.000765959,2.67E-05,30281,1.3111,39.7,18.957898,10.464191,1192404,0,20,2585,3717,874.30989,21:36:45,4381075.43,694372.774
8/15/2016,5,1,-43.587813,0.000830317,2.67E-05,32808,1.3111,43.01,18.968152,10.465809,1093014,0,20,3718,4755,1131.32242,21:39:11,4381190.021,694252.8662
8/15/2016,6,1,-42.664416,0.001027031,2.67E-05,40580,1.3111,53.2,18.968152,10.465809,1098279,0,20,4756,5798,1367.210274,21:41:19,4381417.783,694309.853
8/15/2016,7,1,-44.542622,0.000666443,2.67E-05,26333,1.3111,34.52,18.968152,10.465809,1184625,0,20,5799,6923,1622.897298,21:43:46,4381543.65,694218.7384
8/15/2016,8,1,-44.627996,0.00065347,2.67E-05,25820,1.3111,33.85,18.968152,10.465809,1184625,0,20,6924,8048,1875.486368,21:46:04,4381567.195,693967.7596
8/15/2016,9,1,-43.64769,0.000818947,2.67E-05,32359,1.3111,42.43,18.968152,10.465809,1183572,0,20,8049,9172,2125.302709,21:48:23,4381585.917,693719.4282
8/15/2016,10,1,-43.602659,0.000826628,2.67E-05,32696,1.3111,42.87,18.948551,10.468928,1098196,0,20,9173,10216,2382.506099,21:50:52,4381653.347,693631.215
8/15/2016,11,1,-45.049981,0.000592962,2.67E-05,23429,1.3111,30.72,18.968152,10.465809,1169883,0,20,10217,11327,2623.975276,21:53:05,4381817.595,693806.7921
8/15/2016,12,1,-44.512162,0.000671133,2.67E-05,26518,1.3111,34.77,18.968152,10.465809,1169883,0,20,11328,12438,2869.471638,21:55:22,4381970.305,693998.2845
8/15/2016,13,1,-43.826517,0.000785911,2.67E-05,31053,1.3111,40.71,18.968152,10.465809,1175148,0,20,12439,13554,3126.39636,22:11:53,4382051.023,693992.2809
8/15/2016,14,1,-44.001192,0.000754928,2.67E-05,29829,1.3111,39.11,18.968152,10.465809,1194102,0,20,13555,14688,3375.440539,22:14:12,4382064.007,693744.0322
8/15/2016,15,1,-43.333692,0.000880351,2.67E-05,34785,1.3111,45.61,18.968152,10.465809,1179360,0,20,14689,15808,3622.613077,22:16:30,4382075.713,693498.254
8/15/2016,16,1,-43.394914,0.000868028,2.67E-05,34298,1.3111,44.97,18.968152,10.465809,1125657,0,20,15809,16877,3881.563283,22:19:01,4382185.294,693439.2589
8/15/2016,17,1,-43.350693,0.000876911,2.67E-05,34649,1.3111,45.43,18.968152,10.465809,1157247,0,20,16878,17976,4124.335876,22:21:14,4382378.917,693584.1606
8/15/2016,18,1,-43.604635,0.000827107,2.67E-05,32681,1.3111,42.85,18.968152,10.465809,1136187,0,20,17977,19055,4380.617624,22:23:45,4382548.649,693651.7656
8/15/2016,19,1,-44.734988,0.000637568,2.67E-05,25192,1.3111,33.03,18.968152,10.465809,1198314,0,20,19056,20193,4623.972135,22:26:02,4382576.098,693409.93
8/15/2016,20,1,-42.310255,0.001114293,2.67E-05,44028,1.3111,57.73,18.968152,10.465809,1108809,0,20,20194,21246,4868.211952,22:28:17,4382586.165,693166.1187
8/15/2016,21,1,-43.611314,0.000825836,2.67E-05,32631,1.3111,42.78,18.968152,10.465809,1177254,0,20,21247,22364,5124.769437,22:30:46,4382743.653,693154.0257
8/15/2016,22,1,-43.42279,0.000862474,2.67E-05,34078,1.3111,44.68,18.968152,10.465809,1133028,0,20,22365,23440,5368.910817,22:33:01,4382947.167,693286.1943
8/15/2016,23,1,-43.334327,0.000880222,2.67E-05,34780,1.3111,45.6,18.968152,10.465809,1222533,0,20,23441,24601,5624.590433,22:35:31,4383075.539,693197.6273
8/15/2016,24,1,-43.160194,0.000916232,2.67E-05,36203,1.3111,47.47,18.968152,10.465809,501228,0,20,24602,25077,5802.027629,22:37:12,4383079.815,693020.2255
8/3/2015,1,3,-46.349736,2.30E-05,1.85E-05,12404,4.838,60.0089,0.990739,2.499492,65395,2,3,7,1195,111.790924, 21:21:41.79,4380903.123,694472.9329
8/3/2015,1,4,-43.114203,4.92E-05,1.85E-05,26603,4.838,128.7046,1.008753,3.499238,66584,3,4,7,1195,111.790924, 21:21:41.79,4380903.123,694472.9329
8/3/2015,1,5,-47.213503,1.88E-05,1.85E-05,10167,4.838,49.1857,0.990739,4.498984,65395,4,5,7,1195,111.790924, 21:21:41.79,4380903.123,694472.9329
8/3/2015,1,6,-51.197189,7.63E-06,1.85E-05,4121,4.838,19.9374,1.00498,5.498314,66513,5,6,7,1195,111.790924, 21:21:41.79,4380903.123,694472.9329
8/3/2015,1,7,-53.077247,4.18E-06,1.85E-05,2257,4.838,10.9216,0.862812,0.848753,56951,6,7,7,1195,111.790924, 21:21:41.79,4380903.123,694472.9329
8/3/2015,1,8,-53.211334,1.11E-06,1.85E-05,599,4.838,2.8977,0.232251,7.421681,15330,7,8,7,1195,111.790924, 21:21:41.79,4380903.123,694472.9329
8/3/2015,1,9,-54.156026,4.34E-07,1.85E-05,235,4.838,1.1346,0.113035,8.411254,7461,8,9,7,1195,111.790924, 21:21:41.79,4380903.123,694472.9329
8/3/2015,2,3,-46.155975,2.40E-05,1.85E-05,12970,4.838,62.7468,0.990739,2.499492,70180,2,3,1196,2471,376.867884, 21:24:02.59,4381029.567,694380.0297
8/3/2015,2,4,-44.634688,3.47E-05,1.85E-05,18745,4.838,90.6871,1.008753,3.499238,71456,3,4,1196,2471,376.867884, 21:24:02.59,4381029.567,694380.0297
8/3/2015,2,5,-49.906298,1.01E-05,1.85E-05,5469,4.838,26.4581,0.990739,4.498984,70180,4,5,1196,2471,376.867884, 21:24:02.59,4381029.567,694380.0297
8/3/2015,2,6,-54.999164,3.19E-06,1.85E-05,1724,4.838,8.3387,1.008753,5.49873,71456,5,6,1196,2471,376.867884, 21:24:02.59,4381029.567,694380.0297
8/3/2015,2,7,-58.226288,1.47E-06,1.85E-05,794,4.838,3.8429,0.97737,6.492315,69233,6,7,1196,2471,376.867884, 21:24:02.59,4381029.567,694380.0297
8/3/2015,2,8,-58.572543,5.38E-07,1.85E-05,291,4.838,1.4058,0.387204,7.39667,27428,7,8,1196,2471,376.867884, 21:24:02.59,4381029.567,694380.0297
8/3/2015,2,9,-64.698873,5.21E-09,1.85E-05,3,4.838,0.0136,0.015374,8.042785,1089,8,9,1196,2471,376.867884, 21:24:02.59,4381029.567,694380.0297
8/3/2015,3,3,-44.643865,3.40E-05,1.85E-05,18371,4.838,88.8797,0.990739,2.499492,68475,2,3,2472,3716,618.156491, 21:26:11.49,4381260.5,694447.922
8/3/2015,3,4,-40.765672,8.46E-05,1.85E-05,45686,4.838,221.0279,1.008753,3.499238,69720,3,4,2472,3716,618.156491, 21:26:11.49,4381260.5,694447.922
8/3/2015,3,5,-46.795287,2.07E-05,1.85E-05,11194,4.838,54.1577,0.990739,4.498984,68475,4,5,2472,3716,618.156491, 21:26:11.49,4381260.5,694447.922
8/3/2015,3,6,-54.148561,3.88E-06,1.85E-05,2096,4.838,10.1428,1.008753,5.49873,69720,5,6,2472,3716,618.156491, 21:26:11.49,4381260.5,694447.922
8/3/2015,3,7,-55.361582,2.88E-06,1.85E-05,1557,4.838,7.5341,0.990739,6.498476,68475,6,7,2472,3716,618.156491, 21:26:11.49,4381260.5,694447.922
8/3/2015,3,8,-55.919012,2.48E-06,1.85E-05,1338,4.838,6.4715,0.96756,7.488298,67410,7,8,2472,3716,618.156491, 21:26:11.49,4381260.5,694447.922
8/3/2015,3,9,-55.258935,4.67E-07,1.85E-05,252,4.838,1.2198,0.156652,8.225921,10827,8,9,2472,3716,618.156491, 21:26:11.49,4381260.5,694447.922
8/3/2015,4,3,-44.183614,3.78E-05,1.85E-05,20425,4.838,98.8161,0.990739,2.499492,70895,2,3,3717,5005,874.315617, 21:28:31.23,4381394.796,694300.2187
8/3/2015,4,4,-42.767011,5.33E-05,1.85E-05,28817,4.838,139.4162,1.008753,3.499238,72184,3,4,3717,5005,874.315617, 21:28:31.23,4381394.796,694300.2187
8/3/2015,4,5,-47.619224,1.71E-05,1.85E-05,9260,4.838,44.7988,0.990739,4.498984,70895,4,5,3717,5005,874.315617, 21:28:31.23,4381394.796,694300.2187
8/3/2015,4,6,-57.444757,1.82E-06,1.85E-05,981,4.838,4.7483,1.008753,5.49873,72184,5,6,3717,5005,874.315617, 21:28:31.23,4381394.796,694300.2187
8/3/2015,4,7,-58.100569,1.53E-06,1.85E-05,829,4.838,4.0099,0.990739,6.498476,70895,6,7,3717,5005,874.315617, 21:28:31.23,4381394.796,694300.2187
8/3/2015,4,8,-58.1936,9.54E-07,1.85E-05,515,4.838,2.4926,0.629199,7.348456,45024,7,8,3717,5005,874.315617, 21:28:31.23,4381394.796,694300.2187
8/3/2015,4,9,-59.209427,7.93E-08,1.85E-05,43,4.838,0.2073,0.066128,8.218321,4732,8,9,3717,5005,874.315617, 21:28:31.23,4381394.796,694300.2187
