Lake,Trip_Date,SampNo,STime,Effort,SampSite,UTMEasting,UTMNorthing,Species,Length,Weight
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,33,
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,42,
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,41,
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,34,
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,31,
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,57,
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,36,
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,30,
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,39,
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,32,
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,34,
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,32,
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,31,
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,32,
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,30,
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,42,
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,25,
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,48,
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,36,
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,42,
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,32,
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,37,
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,25,
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,36,
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,29,
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,29,
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,37,
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,36,
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,36,
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,35,
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,27,
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,35,
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,26,
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,30,
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,40,
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,30,
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,32,
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,35,
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,35,
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,44,
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,37,
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,41,
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,40,
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,37,
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,35,
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,36,
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,42,
Pleasant Hill,8/6/2014,3,2107,2136,Mid1,387706,4499485,20003,38,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,70,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,32,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,32,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,35,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,31,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,59,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,30,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,56,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,33,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,33,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,29,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,29,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,66,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,34,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,28,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,40,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,27,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,31,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,50,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,56,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,62,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,31,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,60,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,56,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,50,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,31,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,25,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,27,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,40,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,30,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,30,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,32,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,27,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,60,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,62,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,60,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,64,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,65,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,41,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,26,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,49,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,32,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,35,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,34,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,54,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,32,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,34,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,29,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,31,
Pleasant Hill,8/6/2014,4,2120,2848,Mid2,387413,4499967,20003,62,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,78,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,59,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,61,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,60,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,67,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,66,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,61,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,56,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,74,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,60,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,61,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,61,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,73,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,77,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,61,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,52,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,62,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,65,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,67,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,65,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,62,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,70,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,60,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,60,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,61,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,66,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,62,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,65,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,55,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,64,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,61,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,56,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,70,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,73,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,55,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,60,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,30,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,52,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,78,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,65,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,61,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,66,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,67,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,62,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,66,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,61,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,64,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,32,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,61,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,20003,55,
Pleasant Hill,8/6/2014,5,2137,2149,Up1,386674,4499845,77001,64,3.2
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,61,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,70,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,87,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,67,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,60,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,64,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,54,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,62,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,61,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,61,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,63,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,71,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,74,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,64,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,61,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,57,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,66,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,55,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,62,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,61,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,67,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,54,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,62,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,60,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,62,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,62,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,64,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,65,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,58,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,60,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,57,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,56,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,55,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,62,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,71,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,55,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,80,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,60,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,69,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,61,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,56,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,49,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,57,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,57,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,71,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,44,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,76,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,60,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,66,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,20003,62,
Pleasant Hill,8/6/2014,6,2150,2206,Up2,385698,4499764,77001,144,44.2
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,37,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,40,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,42,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,55,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,50,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,44,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,56,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,39,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,47,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,42,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,41,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,60,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,61,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,47,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,39,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,46,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,41,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,51,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,35,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,43,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,48,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,72,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,71,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,70,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,40,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,41,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,46,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,37,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,39,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,40,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,44,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,37,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,45,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,48,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,40,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,40,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,22,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,58,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,66,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,41,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,40,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,41,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,38,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,52,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,50,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,45,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,50,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,36,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,39,
Pleasant Hill,8/6/2012,1,2041,2366,Up2,385665,4499816,20003,44,
Pleasant Hill,8/6/2012,2,2055,2476,Up1,386665,4499833,20003,55,
Pleasant Hill,8/6/2012,2,2055,2476,Up1,386665,4499833,20003,63,
Pleasant Hill,8/6/2012,2,2055,2476,Up1,386665,4499833,20003,62,
Pleasant Hill,8/6/2012,2,2055,2476,Up1,386665,4499833,20003,66,
Pleasant Hill,8/6/2012,2,2055,2476,Up1,386665,4499833,20003,47,
Pleasant Hill,8/6/2012,2,2055,2476,Up1,386665,4499833,20003,39,
Pleasant Hill,8/6/2012,2,2055,2476,Up1,386665,4499833,20003,35,
Pleasant Hill,8/6/2012,2,2055,2476,Up1,386665,4499833,20003,29,
Pleasant Hill,8/6/2012,2,2055,2476,Up1,386665,4499833,20003,71,
Pleasant Hill,8/6/2012,2,2055,2476,Up1,386665,4499833,20003,64,
Pleasant Hill,8/6/2012,2,2055,2476,Up1,386665,4499833,20003,66,
Pleasant Hill,8/6/2012,2,2055,2476,Up1,386665,4499833,20003,62,
Pleasant Hill,8/6/2012,2,2055,2476,Up1,386665,4499833,20003,61,
Pleasant Hill,8/6/2012,2,2055,2476,Up1,386665,4499833,20003,65,
Pleasant Hill,8/6/2012,2,2055,2476,Up1,386665,4499833,20003,41,
Pleasant Hill,8/6/2012,2,2055,2476,Up1,386665,4499833,20003,47,
Pleasant Hill,8/6/2012,2,2055,2476,Up1,386665,4499833,20003,58,
Pleasant Hill,8/6/2012,2,2055,2476,Up1,386665,4499833,20003,43,
Pleasant Hill,8/6/2012,2,2055,2476,Up1,386665,4499833,20003,37,
Pleasant Hill,8/6/2012,2,2055,2476,Up1,386665,4499833,20003,66,
Pleasant Hill,8/6/2012,2,2055,2476,Up1,386665,4499833,20003,65,
Pleasant Hill,8/6/2012,2,2055,2476,Up1,386665,4499833,20003,29,
Pleasant Hill,8/6/2012,2,2055,2476,Up1,386665,4499833,20003,32,
Pleasant Hill,8/6/2012,2,2055,2476,Up1,386665,4499833,20003,34,
Pleasant Hill,8/6/2012,2,2055,2476,Up1,386665,4499833,20003,34,
Pleasant Hill,8/6/2012,2,2055,2476,Up1,386665,4499833,20003,35,
Pleasant Hill,8/6/2012,2,2055,2476,Up1,386665,4499833,20003,60,
Pleasant Hill,8/6/2012,2,2055,2476,Up1,386665,4499833,20003,61,
Pleasant Hill,8/6/2012,2,2055,2476,Up1,386665,4499833,20003,59,
Pleasant Hill,8/6/2012,2,2055,2476,Up1,386665,4499833,20003,54,
